Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price,region
,Agenție,,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,9,Euroreparație,,,51 m²,,134 900€,Chișinău_Buiucani
,Persoană fizică,2,Rubaşka,,,4,Secundar,1,270 cm,,Deschis,Apartament cu 2 camere,5,Euroreparație,7 m²,36 m²,48 m²,Combinat,12 000€,Țaul_Centru
,Agenție,,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,9,Reparație cosmetică,,40 m²,40 m²,,85 900€,Chișinău_Botanica
,Agenție,1,Individuală,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 1 cameră,10,Euroreparație,,,57 m²,,116 620€,Chișinău_Botanica
,Persoană fizică,1,Ms (serie  moldovenească),,,3,Secundar,2,,Apartament cu living,Deschis,Apartament cu 2 camere,5,Reparație cosmetică,,,57 m²,Cotileț,89 500€,Chișinău_Ciocana
,Persoană fizică,1,,,,2,Secundar,,0 cm,Apartament fără living,,Apartament cu 2 camere,4,Fără reparație,0 m²,0 m²,52 m²,Cotileț,52 000€,Cahul_Centru
,Agenție,1,,,Exfactor-grup,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10,Euroreparație,,,51 m²,,126 900€,Chișinău_Ciocana
,Agenție,,,,,1,Secundar,,,,Deschis,Apartament cu 2 camere,16,Reparație cosmetică,,,54 m²,,71 000€,Chișinău_Centru
,Agenție,,,,,3,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,35 m²,,77 000€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,,14,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,15,,,85 m²,85 m²,,180 000€,Chișinău_Ciocana
,Persoană fizică,1,Hruşciovka,,,1,Secundar,2,260 cm,,Deschis,Apartament cu 2 camere,2,Euroreparație,5 m²,26 m²,48 m²,Cotileț,48 000€,Strășeni_Centru
,Agenție,1,,,,4,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9,Euroreparație,,,50 m²,,95 000€,Chișinău_Botanica
Fără animale,Persoană fizică,,,Fără copii,,5,Construcţii noi,,,,,Apartament cu 2 camere,9,,,,47 m²,,450€,Chișinău_Poșta Veche
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 4 camere,9,,,,94 m²,,80 000€,Bălți_BAM
,Agenție,3,Ms (serie  moldovenească),,,5,Secundar,2,,,,Apartament cu 3 camere,9,Euroreparație,,,73 m²,,119 000€,Chișinău_Botanica
,Persoană fizică,,,,,1,Construcţii noi,,,,,Apartament cu 3 camere,13,,,,102 m²,,179 000€,Chișinău_Ciocana
Se acceptă animale,Agenție,1,143,Se acceptă copii,Nicons,7,Construcţii noi,1,,Apartament fără living,Subterană,Apartament cu 1 cameră,10,Variantă albă,,,38 m²,Combinat,39 699€,Chișinău_Durlești
,Agenție,Nu,,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,8,Reparație cosmetică,,,31 m²,Combinat,61 000€,Chișinău_Durlești
,Agenție,1,,,,3,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,33 m²,,73 900€,Chișinău_Telecentru
,Agenție,2,,,,9,Secundar,2,,,Deschis,Apartament cu 3 camere,10,Reparație cosmetică,,,78 m²,,100 000€,Chișinău_Buiucani
,Agenție,2,,,Basconslux,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,12,Euroreparație,,,113 m²,,265 000€,Chișinău_Centru
Fără animale,Agenție,1,Individuală,Se acceptă copii,,4,Secundar,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9,Euroreparație,,,85 m²,,220 000€,Chișinău_Centru
,Dezvoltator imobiliar,,,,Solomon Construct Imobil,7,Construcţii noi,,,,,Apartament cu 2 camere,12,,,,98 m²,,128 380€,Chișinău_Botanica
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 3 camere,14,,,,105 m²,,320 000€,Chișinău_Centru
,Agenție,Nu,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,16,Euroreparație,,,77 m²,,143 900€,Chișinău_Telecentru
Se acceptă animale,Agenție,1,,Se acceptă copii,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,6,Euroreparație,,,38 m²,,55 000€,Chișinău_Râșcani
,Agenție,1,Varț (Varnițkaia),,,6,Secundar,2,,,Deschis,Apartament cu 2 camere,9,Are nevoie de reparație,,50 m²,55 m²,Panou,80 900€,Chișinău_Ciocana
,Dezvoltator imobiliar,2,,,,Penthouse,Construcţii noi,,,,Deschis,Apartament cu 3 camere,11,Variantă albă,,,116 m²,,121 905€,Chișinău_Durlești
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,10,Euroreparație,,,90 m²,,225 000€,Chișinău_Buiucani
,Dezvoltator imobiliar,1,,,Sky House,11,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,18,Variantă albă,12 m²,,40 m²,Cărămidă,59 999€,Chișinău_Botanica
,Persoană fizică,,Cş (Ceşka),,,5,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5,,,,56 m²,,115 900€,Chișinău_Râșcani
,Persoană fizică,1,Individuală,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,5,Euroreparație,9 m²,,55 m²,Cotileț,99 900€,Chișinău_Sculeni
,Agenție,2,,,,6,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,8,Variantă albă,,,202 m²,,249 900€,Chișinău_Buiucani
,Agenție,,,,,2,Construcţii noi,1,,,,Apartament cu 2 camere,2,Variantă albă,,,46 m²,,68 000€,Chișinău_Râșcani
,Agenție,1,,,Inamstro,8,Construcţii noi,1,300 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,8,Variantă albă,24 m²,56 m²,56 m²,Combinat,94 248€,Chișinău_Botanica
Fără animale,Persoană fizică,,,Se acceptă copii,,2,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,9,Euroreparație,0 m²,0 m²,70 m²,,550€,Chișinău_Poșta Veche
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 1 cameră,11,Variantă albă,,,44 m²,Cărămidă,58 980€,Chișinău_Poșta Veche
,Agenție,,,,Inamstro,6,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,11,Variantă albă,,,50 m²,,94 900€,Chișinău_Sculeni
,Agenție,1,,,,5,Construcţii noi,2,0 cm,,,Apartament cu 2 camere,8,Variantă albă,0 m²,0 m²,66 m²,,106 000€,Chișinău_Poșta Veche
,Dezvoltator imobiliar,1,,,,2,Construcţii noi,,0 cm,,Subterană,Apartament cu 3 camere,5,Variantă albă,0 m²,0 m²,96 m²,,74 880€,Telenești_Centru
,Dezvoltator imobiliar,2,,,,2,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,2,Euroreparație,,60 m²,60 m²,Cotileț,67 000€,Bălți_BAM
,Agenție,Nu,,,Braus Imobiliare,11,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,21,Variantă albă,,,38 m²,Combinat,85 000€,Chișinău_Ciocana
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 3 camere,5,,,,72 m²,,57 600€,Bălți_Paminteni
,Persoană fizică,,,,,15,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,18,,,,52 m²,,73 000€,Chișinău_Ciocana
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 1 cameră,9,Variantă albă,,,36 m²,,29 000€,Chișinău_Botanica
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,Estate Invest Company,5,Construcţii noi,1,27 cm,Apartament cu living,Subterană,O cameră,9,Variantă albă,15 m²,41 m²,41 m²,Combinat,41 820€,Chișinău_Telecentru
,Persoană fizică,1,Rubaşka,,,5,Secundar,1,,Apartament cu living,,Apartament cu 2 camere,5,Euroreparație,14 m²,40 m²,45 m²,Cotileț,55 500€,Ialoveni_Centru
,Agenție,,,,,3,Secundar,,,,,Apartament cu 1 cameră,5,Euroreparație,,,33 m²,,73 900€,Chișinău_Telecentru
,Dezvoltator imobiliar,,,,Basconslux,3,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11,Euroreparație,,,80 m²,Cărămidă,159 000€,Chișinău_Ciocana
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,4,Variantă albă,17 m²,53 m²,53 m²,Monolit,1 000€,Ialoveni_Centru
,Agenție,,,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,14,Euroreparație,,81 m²,81 m²,,245 000€,Chișinău_Centru
,Agenție,,,,,2,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,12,Variantă albă,0 m²,0 m²,49 m²,,63 440€,Chișinău_Telecentru
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,4,Variantă albă,17 m²,53 m²,53 m²,Monolit,1 000€,Ialoveni_Centru
,Agenție,1,,,,5,Secundar,2,,,Deschis,Apartament cu 2 camere,5,Reparație cosmetică,,,48 m²,,77 500€,Chișinău_Râșcani
,Persoană fizică,1,,,,4,Construcţii noi,1,,,,Apartament cu 1 cameră,6,Construcție nefinisată,,,44 m²,,44 400€,Chișinău_Botanica
,Agenție,1,,,,10,Construcţii noi,2,,,,Apartament cu 3 camere,15,Variantă albă,,,70 m²,,108 097€,Chișinău_Râșcani
,Dezvoltator imobiliar,,,,,11,Construcţii noi,,,,,Apartament cu 2 camere,16,,,,65 m²,,124 900€,Chișinău_Râșcani
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9,Variantă albă,,,49 m²,,67 000€,Chișinău_Botanica
,Dezvoltator imobiliar,,,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,5,Design individual,,60 m²,60 m²,,86 900€,Chișinău_Buiucani
,Agenție,,Hruşciovka,,,1,Secundar,1,,,,Apartament cu 1 cameră,5,Reparație cosmetică,,,32 m²,Cotileț,77 000€,Chișinău_Buiucani
Cu acordul stăpânului,Dezvoltator imobiliar,,,Cu acordul stăpânului,,16,Construcţii noi,,,,,Apartament cu 3 camere,18,,,,138 m²,,280 000€,Chișinău_Râșcani
,Agenție,2,Individuală,,,12,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16,Euroreparație,,,79 m²,Combinat,141 500€,Chișinău_Râșcani
,Agenție,,,,,7,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,14,,,,77 m²,,198 000€,Chișinău_Centru
,Agenție,,Ms (serie  moldovenească),,,2,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,10,Euroreparație,,,55 m²,Panou,131 500€,Chișinău_Ciocana
,Dezvoltator imobiliar,,,,,3,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,3,Design individual,,,53 m²,Cotileț,200 000€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,11,Reparație cosmetică,,,80 m²,,139 986€,Chișinău_Centru
,Agenție,1,,,,5,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,43 m²,,64 000€,Chișinău_Durlești
,Agenție,,Individuală,,,1,Secundar,1,0 cm,,Deschis,Apartament cu 1 cameră,2,Euroreparație,0 m²,0 m²,28 m²,,63 000€,Chișinău_Botanica
,Agenție,,,,,4,Secundar,,,,,Apartament cu 2 camere,5,Reparație cosmetică,,,46 m²,,33 999€,Bălți_8 cartier
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 3 camere,10,,,,104 m²,,159 900€,Chișinău_Botanica
,Agenție,Nu,,,,9,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 3 camere,9,Euroreparație,,,153 m²,,223 000€,Chișinău_Centru
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9,Variantă albă,,,49 m²,Cărămidă,67 600€,Chișinău_Aeroport
,Dezvoltator imobiliar,,,,,8,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,9,Variantă albă,,180 m²,217 m²,,165 000€,Chișinău_Durlești
,Agenție,,,,Exfactor-grup,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16,,,,63 m²,,155 900€,Chișinău_Botanica
,Agenție,1,,,,5,Construcţii noi,2,,,,Apartament cu 2 camere,9,Variantă albă,,,65 m²,,68 250€,Chișinău_Botanica
,Agenție,,,,,6,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,7,,,,47 m²,,78 900€,Chișinău_Buiucani
Fără animale,Dezvoltator imobiliar,,,Se acceptă copii,Basconslux,11,Construcţii noi,,,Apartament cu living,Deschis,Apartament cu 1 cameră,11,,,,52 m²,,380€,Chișinău_Buiucani
Fără animale,Persoană fizică,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,16,Reparație cosmetică,,67 m²,67 m²,,350€,Bălți_9 cartier
Fără animale,Persoană fizică,,,Fără copii,,5,Construcţii noi,,,,,Apartament cu 2 camere,9,,,,47 m²,,450€,Chișinău_Poșta Veche
,Agenție,1,,,,3,Secundar,1,,,Deschis,Apartament cu 2 camere,5,Design individual,,,38 m²,,52 500€,Bălți_BAM
,Dezvoltator imobiliar,3,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 3 camere,9,Variantă albă,,,90 m²,Cărămidă,114 300€,Chișinău_Botanica
,Dezvoltator imobiliar,,,,Astercon,9,Construcţii noi,2,,,,Apartament cu 2 camere,9,Variantă albă,,,69 m²,,98 500€,Dumbrava_Centru
Se acceptă animale,Persoană fizică,,,Se acceptă copii,,1,Construcţii noi,1,,,Deschis,O cameră,3,Euroreparație,,,14 m²,,33 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,,,Element Stil,2,Construcţii noi,2,300 cm,Apartament cu living,Subterană,Apartament cu 2 camere,7,Variantă albă,0 m²,79 m²,86 m²,Monolit,100 600€,Chișinău_Durlești
,Agenție,,,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,20 m²,,32 900€,Chișinău_Botanica
,Agenție,,143,,,9,Secundar,,,Apartament cu living,,Apartament cu 3 camere,10,,,,70 m²,Panou,110 500€,Chișinău_Râșcani
,Agenție,1,,,,2,Construcţii noi,2,,,,Apartament cu 2 camere,14,Euroreparație,,,65 m²,,154 900€,Chișinău_Botanica
,Dezvoltator imobiliar,,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,10,Euroreparație,,,117 m²,,185 000€,Chișinău_Centru
,Agenție,,,,,7,Construcţii noi,,,,,Apartament cu 1 cameră,9,,,,43 m²,,93 000€,Chișinău_Buiucani
,Dezvoltator imobiliar,,,,,5,Secundar,1,,,,O cameră,6,Euroreparație,,,20 m²,,32 500€,Chișinău_Botanica
,Agenție,1,,,,1,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,1,Reparație cosmetică,,,110 m²,,299 900€,Chișinău_Centru
,Persoană fizică,1,,,,5,Construcţii noi,1,2500 cm,,Deschis,Apartament cu 1 cameră,9,Variantă sură,,,38 m²,Panou,11 000€,Bender/Tighina_Microraionul Şelkovâi
,Agenție,1,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,14,Euroreparație,,,86 m²,,440 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,,,,9,Construcţii noi,2,285 cm,,Subterană,Apartament cu 3 camere,10,Design individual,,,106 m²,Cărămidă,450 000€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 2 camere,5,,,,48 m²,,98 000€,Chișinău_Botanica
,Agenție,1,,,Lagmar Impex,4,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,10,Variantă albă,,,51 m²,,81 400€,Chișinău_Râșcani
Se acceptă animale,Persoană fizică,,,Se acceptă copii,,2,Secundar,,,,,Apartament cu 2 camere,5,,,,35 m²,,79 500€,Chișinău_Râșcani
,Agenție,,,,,9,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,11,,,,50 m²,,124 500€,Chișinău_Ciocana
,Agenție,1,,,,13,Secundar,2,,Apartament fără living,Deschis,Apartament cu 3 camere,16,Are nevoie de reparație,,,74 m²,,89 900€,Chișinău_Telecentru
,Agenție,,,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,14,Euroreparație,,,44 m²,,115 000€,Chișinău_Centru
,Agenție,1,Varț (Varnițkaia),,,6,Secundar,2,,,,Apartament cu 3 camere,10,Euroreparație,,,75 m²,,126 500€,Chișinău_Ciocana
,Agenție,1,,,,4,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,9,Variantă albă,0 m²,0 m²,67 m²,,110 000€,Chișinău_Telecentru
,Agenție,1,,,Exfactor-grup,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9,Euroreparație,,,51 m²,,145 000€,Chișinău_Ciocana
Se acceptă animale,Agenție,1,,Se acceptă copii,Lagmar Impex,10,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,13,Variantă albă,11 m²,108 m²,108 m²,Beton,119 650€,Chișinău_Poșta Veche
,Agenție,,,,,10,Secundar,,,,,Apartament cu 3 camere,16,,,,70 m²,,160 000€,Chișinău_Râșcani
,Agenție,Nu,Individuală,,,4,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,15,Variantă albă,,,52 m²,,67 600€,Chișinău_Telecentru
,Persoană fizică,1,,,Inamstro,5,Construcţii noi,1,270 cm,Apartament cu living,,Apartament cu 2 camere,12,Design individual,,58 m²,58 m²,Beton,159 999€,Chișinău_Buiucani
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 1 cameră,9,Variantă albă,,,42 m²,,41 600€,Ungheni_Centru
,Agenție,1,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5,Variantă albă,,,52 m²,,65 300€,Chișinău_Buiucani
,Agenție,1,,,,2,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,5,Euroreparație,,,60 m²,,91 500€,Chișinău_Buiucani
,Agenție,,,,,9,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,13,Construcție nefinisată,,,46 m²,,77 520€,Chișinău_Botanica
,Dezvoltator imobiliar,1,Individuală,,Astercon,1,Construcţii noi,1,275 cm,,Garaj,Apartament cu 2 camere,8,Variantă albă,13 m²,1 m²,61 m²,Cotileț,89 320€,Dumbrava_Periferie
,Agenție,1,,,Varicom,9,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,10,Design individual,,,42 m²,,107 400€,Chișinău_Râșcani
,Agenție,,,,,2,Secundar,1,,,,O cameră,5,Euroreparație,,,19 m²,,39 500€,Chișinău_Buiucani
,Agenție,,,,,2,Secundar,1,,,,Apartament cu 2 camere,5,Euroreparație,,,50 m²,,113 500€,Chișinău_Botanica
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10,Euroreparație,,,60 m²,,120 500€,Chișinău_Râșcani
,Persoană fizică,,,,Inamstro,10,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,13,,,,65 m²,Cărămidă,140 500€,Chișinău_Centru
,Dezvoltator imobiliar,1,,,Lagmar Impex,5,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,14,Variantă albă,,,71 m²,,93 126€,Chișinău_Poșta Veche
,Agenție,Nu,Individuală,,,3,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,10,Variantă albă,,,50 m²,,50 000€,Chișinău_Telecentru
,Agenție,2,,,Lagmar Impex,14,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,14,Euroreparație,,,84 m²,,278 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,,,Lagmar Impex,8,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,10,,,,113 m²,,125 419€,Chișinău_Poșta Veche
,Dezvoltator imobiliar,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5,Euroreparație,,,34 m²,,53 900€,Chișinău_Telecentru
,Dezvoltator imobiliar,,,,,4,Construcţii noi,,,,,Apartament cu 3 camere,12,,,,102 m²,,139 500€,Chișinău_Ciocana
,Agenție,,,,,7,Construcţii noi,,,,,Apartament cu 2 camere,9,,,,58 m²,,127 000€,Chișinău_Buiucani
,Agenție,,,,,7,Construcţii noi,,,,,Apartament cu 3 camere,10,,,,88 m²,,185 000€,Chișinău_Râșcani
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9,Variantă albă,,,84 m²,Cărămidă,104 000€,Chișinău_Botanica
,Persoană fizică,,,,,2,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,10,Euroreparație,,,47 m²,Cărămidă,125 500€,Chișinău_Buiucani
,Persoană fizică,2,,,,10,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,10,Euroreparație,,,118 m²,Combinat,259 600€,Chișinău_Râșcani
,Agenție,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,16,,,,33 m²,,74 000€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,,8,Secundar,2,,,,Apartament cu 2 camere,9,Euroreparație,,,52 m²,,102 900€,Chișinău_Botanica
,Agenție,,,,,6,Secundar,1,,Apartament fără living,Deschis,Apartament cu 2 camere,6,Euroreparație,,,38 m²,,61 500€,Chișinău_Buiucani
,Agenție,,,,,14,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,1,Variantă albă,,,45 m²,,58 500€,Chișinău_Râșcani
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9,Variantă albă,,,49 m²,Cărămidă,67 000€,Chișinău_Botanica
Se acceptă animale,Agenție,1,,Se acceptă copii,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10,Euroreparație,,,85 m²,,220 000€,Chișinău_Centru
,Agenție,,,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,11,Euroreparație,,,85 m²,,169 900€,Codru_Centru
,Agenție,2,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,15,Euroreparație,,,84 m²,,278 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,Individuală,,,5,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,12,Euroreparație,15 m²,25 m²,43 m²,Combinat,105 900€,Chișinău_Râșcani
,Agenție,2,,,,10,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,14,Euroreparație,,,73 m²,,155 900€,Chișinău_Ciocana
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10,,,,56 m²,,98 900€,Chișinău_Buiucani
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,7,Euroreparație,,,40 m²,,65 000€,Chișinău_Centru
,Persoană fizică,Nu,143,,,8,Secundar,1,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,9,Euroreparație,0 m²,69 m²,70 m²,Panou,110 000€,Cahul_Centru
