Autorul anunțului,Număr de camere,Living,Suprafață totală,Fond locativ,Etaj,Număr de etaje,Starea apartamentului,Grup sanitar,Loc de parcare,price,Balcon/ lojie,Compartimentare,Dezvoltator,Tip clădire,Copii,Animale,Suprafață locativă,Suprafață bucătărie,Inălțimea tavanelor
Agenție,Apartament cu 2 camere,,43 m²,Construcţii noi,12,13,Euroreparație,1,Deschis,99 900€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,21 m²,Construcţii noi,2,4,Variantă albă,1,Deschis,30 670€,,,,Cărămidă,,,21 m²,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,82 m²,Construcţii noi,15,17,Euroreparație,2,,250 000€,1,,,Combinat,,,,,3 cm
Dezvoltator imobiliar,Apartament cu 2 camere,,70 m²,Construcţii noi,6,10,Design individual,1,,570€,1,,Ago-Dacia,Cotileț,Se acceptă copii,Fără animale,70 m²,,2700 cm
Agenție,Apartament cu 2 camere,,76 m²,Construcţii noi,8,12,,1,,1 000€,,,,,Se acceptă copii,Se acceptă animale,,,
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,124 m²,Construcţii noi,9,10,Variantă albă,3,,137 529€,1,,Lagmar Impex,,,,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,54 m²,Construcţii noi,4,12,Variantă sură,,,73 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,45 m²,Construcţii noi,2,9,Euroreparație,,Subterană,93 700€,,,,,,,45 m²,,
Dezvoltator imobiliar,Apartament cu 2 camere,,93 m²,Construcţii noi,4,12,,,,121 130€,,,Solomon Construct Imobil,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,77 m²,Construcţii noi,5,15,Euroreparație,1,Deschis,175 900€,1,,Horus,,,,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 1 cameră,,50 m²,Construcţii noi,12,16,Euroreparație,1,,40€,,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,,30 m²,Secundar,2,4,Reparație cosmetică,1,Deschis,300€,1,,,Cotileț,Fără copii,Fără animale,18 m²,9 m²,
Agenție,Apartament cu 1 cameră,Apartament cu living,60 m²,Construcţii noi,3,8,Euroreparație,1,,1 250€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,92 m²,Construcţii noi,1,2,Reparație cosmetică,1,,82 600€,Nu,Individuală,,Cotileț,,,,,
Persoană fizică,Apartament cu 1 cameră,,50 m²,Construcţii noi,7,10,,,,650€,,,,Cotileț,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,70 m²,Construcţii noi,5,12,Euroreparație,2,Subterană,800€,Nu,,,,Cu acordul stăpânului,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,80 m²,Construcţii noi,2,13,Euroreparație,1,,750€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,32 m²,Secundar,4,4,Euroreparație,1,Deschis,500MDL,1,Individuală,,Cotileț,Se acceptă copii,Fără animale,20 m²,6 m²,2500 cm
Agenție,Apartament cu 2 camere,,40 m²,Secundar,5,5,Euroreparație,1,,79 900€,,,,,,,,,
Persoană fizică,O cameră,Apartament cu living,59 m²,Construcţii noi,3,4,Euroreparație,1,Subterană,129 950€,Nu,Individuală,,Cărămidă,,,59 m²,22 m²,275 cm
Agenție,Apartament cu 2 camere,,62 m²,Construcţii noi,13,16,Euroreparație,1,,950€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,10,10,Euroreparație,2,Deschis,840€,1,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 2 camere,,54 m²,Construcţii noi,16,18,,,,54 900€,,,,,,,,,3000 cm
Agenție,Apartament cu 2 camere,Apartament cu living,50 m²,Construcţii noi,3,10,Euroreparație,1,Deschis,145 000€,1,,Exfactor-grup,,,,,,
Agenție,Apartament cu 3 camere,,125 m²,Construcţii noi,4,7,,,,1 850€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,,75 m²,Construcţii noi,7,9,Euroreparație,2,,134 900€,1,,,,,,,,
Agenție,Apartament cu 4 camere,Apartament cu living,90 m²,Construcţii noi,2,10,Euroreparație,2,Deschis,245 000€,,,,Cărămidă,,,,,
Agenție,Apartament cu 3 camere,,84 m²,Construcţii noi,9,10,Euroreparație,2,Deschis,139 100€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,56 m²,Construcţii noi,8,10,Euroreparație,1,Garaj,450€,1,Individuală,Basconslux,Combinat,Se acceptă copii,Cu acordul stăpânului,56 m²,16 m²,280 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,2,9,Euroreparație,1,,550€,,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 3 camere,Apartament cu living,100 m²,Construcţii noi,2,10,Variantă albă,2,,119 000€,2,Individuală,Boiar House,Combinat,,,,13 m²,260 cm
Agenție,Apartament cu 2 camere,,66 m²,Construcţii noi,7,14,Euroreparație,2,Deschis,125 500€,1,Individuală,Eldorado Terra,Beton celular,,,,,
Persoană fizică,Apartament cu 2 camere,,60 m²,Secundar,4,9,Euroreparație,1,Deschis,600€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,81 m²,Construcţii noi,9,15,,,,245 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,48 m²,Construcţii noi,12,13,,,,117 600€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,38 m²,Construcţii noi,3,6,Variantă albă,1,Deschis,850€,1,Individuală,,,Se acceptă copii,Se acceptă animale,38 m²,10 m²,27 cm
Agenție,Apartament cu 1 cameră,,53 m²,Construcţii noi,13,16,Euroreparație,1,Sub acoperiș,120 000€,Nu,,,,,,,,
Agenție,Apartament cu 1 cameră,,46 m²,Construcţii noi,7,10,Euroreparație,1,Deschis,900€,Nu,,Inamstro,Combinat,Cu acordul stăpânului,Cu acordul stăpânului,0 m²,0 m²,300 cm
Agenție,Apartament cu 2 camere,Apartament cu living,55 m²,Construcţii noi,5,7,Euroreparație,1,Deschis,164 900€,2,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,90 m²,Construcţii noi,1,4,Euroreparație,1,Deschis,165 000€,2,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,57 m²,Secundar,5,5,,,,800MDL,,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,35 m²,Secundar,7,9,Euroreparație,1,,79 900€,1,Ms (serie  moldovenească),,,,,,,
Agenție,Apartament cu 4 camere,Apartament fără living,90 m²,Secundar,6,10,Are nevoie de reparație,2,Deschis,95 000€,2,135,,Monolit,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,,58 m²,Secundar,5,9,,,,400€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,9,14,Design individual,1,Subterană,185 000€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,9,14,Design individual,1,Subterană,185 000€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 3 camere,,95 m²,Construcţii noi,3,14,Euroreparație,2,Deschis,280 000€,Nu,,,,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,85 m²,Construcţii noi,8,17,Euroreparație,2,Subterană,254 000€,1,,,,,,85 m²,,
Agenție,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,5,16,Euroreparație,1,Deschis,175 900€,1,,Horus,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,31 m²,Construcţii noi,3,4,Variantă albă,1,Deschis,45 216€,,,,Cărămidă,,,31 m²,,
Dezvoltator imobiliar,Apartament cu 3 camere,,108 m²,Construcţii noi,7,15,,,,298 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,42 m²,Secundar,14,16,Euroreparație,1,Deschis,82 900€,1,Individuală,,Combinat,,,,,
Agenție,Apartament cu 4 camere,,180 m²,Construcţii noi,5,9,,2,Garaj,1 600€,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,73 m²,Construcţii noi,2,5,Variantă albă,2,Subterană,87 600€,1,Individuală,Exfactor-grup,Cărămidă,,,0 m²,0 m²,310 cm
Agenție,Apartament cu 3 camere,,86 m²,Construcţii noi,3,9,Variantă albă,,,86 400€,,,Basconslux,,,,,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,65 m²,Construcţii noi,5,12,Design individual,1,Deschis,137 500€,1,Individuală,,Combinat,,,,,
Agenție,Apartament cu 3 camere,,76 m²,Construcţii noi,7,7,,,,94 240€,,,,,,,,,
Agenție,Apartament cu 2 camere,,70 m²,Construcţii noi,6,7,Variantă albă,1,Garaj,100 100€,1,Individuală,,Cotileț,,,70 m²,,
Agenție,Apartament cu 2 camere,Apartament fără living,39 m²,Secundar,5,5,,1,,48 500€,,,,Cotileț,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,90 m²,Construcţii noi,5,10,Euroreparație,1,Subterană,225 000€,,,Inamstro,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,12,16,,2,,91 000€,1,,Exfactor-grup,Monolit,,,,,3 cm
Agenție,Apartament cu 1 cameră,,57 m²,Secundar,2,4,Construcție nefinisată,1,Deschis,94 900€,1,St (Stalinka),Horus,Cotileț,,,,,
Agenție,Apartament cu 3 camere,,85 m²,Construcţii noi,10,12,,,,123 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,500 m²,Secundar,1,6,,,,250 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,74 m²,Construcţii noi,4,4,Construcție nefinisată,,,17 500€,,,,Cărămidă,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,63 m²,Construcţii noi,6,8,Euroreparație,1,Deschis,1 500€,,,,,Fără copii,Cu acordul stăpânului,,,
Persoană fizică,Apartament cu 3 camere,,86 m²,Construcţii noi,13,13,Variantă albă,,,220 000€,,,Inamstro,,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 5 camere sau mai multe,,232 m²,Construcţii noi,8,9,,,,322 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,5,6,Reparație cosmetică,1,,97 600€,1,,,Cotileț,,,54 m²,,265 cm
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,46 m²,Construcţii noi,7,10,Euroreparație,,,650€,,,,,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 4 camere,,170 m²,Construcţii noi,7,7,,,,147 800€,,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,40 m²,Secundar,14,16,,,,69 900€,,,,,,,,,
Agenție,Apartament cu 2 camere,,63 m²,Construcţii noi,9,10,Variantă albă,2,Subterană,95 000€,1,,,Combinat,,,,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,80 m²,Construcţii noi,7,12,,,,500€,,,Dansicons,,Se acceptă copii,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,50 m²,Secundar,5,5,,,,72 900€,,,,,,,,,
Agenție,Apartament cu 3 camere,,125 m²,Construcţii noi,10,10,Euroreparație,2,,305 000€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,37 m²,Secundar,4,5,Reparație cosmetică,1,Deschis,21 500€,1,,,,,,,,
Persoană fizică,Apartament cu 3 camere,Apartament cu living,100 m²,Construcţii noi,2,10,Variantă albă,2,,119 000€,2,Individuală,Boiar House,Combinat,,,,13 m²,260 cm
Agenție,Apartament cu 1 cameră,,37 m²,Construcţii noi,Demisol,8,,1,Deschis,69 900€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,63 m²,Construcţii noi,1,5,,,,121 900€,,,,,,,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,82 m²,Construcţii noi,15,17,Euroreparație,2,,250 000€,1,,,Combinat,,,,,3 cm
Dezvoltator imobiliar,Apartament cu 1 cameră,,47 m²,Construcţii noi,4,8,Variantă albă,1,Subterană,53 660€,1,,Golban Trade,,,,,,
Agenție,Apartament cu 3 camere,,43 m²,Secundar,3,5,Euroreparație,1,Deschis,92 500€,1,,,,,,,,
Persoană fizică,Apartament cu 2 camere,Apartament fără living,70 m²,Secundar,2,20,Reparație cosmetică,2,Deschis,330€,1,143,David's Capital,Monolit,Se acceptă copii,Se acceptă animale,70 m²,25 m²,270 cm
Dezvoltator imobiliar,Apartament cu 2 camere,,60 m²,Construcţii noi,3,3,,1,Deschis,700MDL,1,,,Cotileț,Se acceptă copii,Fără animale,60 m²,,
Agenție,Apartament cu 1 cameră,,35 m²,Construcţii noi,3,7,Variantă albă,1,Deschis,53 000€,1,Individuală,Eurovalcons,Combinat,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,110 m²,Construcţii noi,1,6,Variantă albă,2,Garaj,143 000€,1,Individuală,Premium-Cons Grup,Combinat,,,85 m²,32 m²,3000 cm
Persoană fizică,Apartament cu 3 camere,Apartament cu living,120 m²,Construcţii noi,7,16,Design individual,2,Deschis,1 000 000€,1,Individuală,Sky House,Cărămidă,,,80 m²,11 m²,320 cm
Dezvoltator imobiliar,Apartament cu 1 cameră,,22 m²,Secundar,1,1,Reparație cosmetică,1,,380€,,,,Beton,Se acceptă copii,Se acceptă animale,22 m²,,
Agenție,Apartament cu 2 camere,,73 m²,Construcţii noi,1,6,Variantă albă,,,64 900€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,24 m²,Secundar,3,5,,,,36 900€,,,,,,,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,68 m²,Construcţii noi,6,15,Euroreparație,1,Deschis,1 000€,Nu,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,O cameră,Apartament cu living,59 m²,Construcţii noi,3,4,Euroreparație,1,Subterană,129 950€,Nu,Individuală,,Cărămidă,,,59 m²,22 m²,275 cm
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,46 m²,Construcţii noi,2,7,Variantă albă,1,Subterană,48 160€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,57 m²,Secundar,9,9,Euroreparație,1,Deschis,108 000€,1,,Sky House,,,,,,
Agenție,Apartament cu 2 camere,,50 m²,Secundar,5,5,Reparație cosmetică,1,Deschis,65 000€,1,Hruşciovka,,Panou,,,,,
Persoană fizică,Apartament cu 1 cameră,,35 m²,Secundar,5,9,,,,320€,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,72 m²,Construcţii noi,4,8,Euroreparație,1,Subterană,1 500€,,,,Cărămidă,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,65 m²,Construcţii noi,3,3,,,,650€,,,,,Se acceptă copii,Se acceptă animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,53 m²,Construcţii noi,4,10,Euroreparație,2,,119 900€,,,,,,,,,
Persoană fizică,Apartament cu 1 cameră,,38 m²,Construcţii noi,2,11,Euroreparație,,,450€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,75 m²,Secundar,9,10,Euroreparație,1,Deschis,750€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,Apartament cu living,78 m²,Secundar,1,16,Euroreparație,2,,145 000€,1,,,Cotileț,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,Apartament cu living,85 m²,Construcţii noi,8,10,Euroreparație,1,Deschis,145 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,72 m²,Construcţii noi,3,14,,1,,800€,,,,,Se acceptă copii,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,102 m²,Construcţii noi,1,10,Euroreparație,2,,179 900€,Nu,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,9,14,Design individual,1,Subterană,185 000€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,47 m²,Construcţii noi,1,8,Variantă albă,1,Deschis,54 100€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,46 m²,Construcţii noi,1,9,Variantă albă,1,Subterană,65 700€,1,,Lagmar Impex,,,,46 m²,,
Agenție,Apartament cu 2 camere,Apartament cu living,65 m²,Construcţii noi,12,14,Euroreparație,1,Subterană,600€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Persoană fizică,Apartament cu 2 camere,,62 m²,Construcţii noi,3,10,Euroreparație,,,499€,,Individuală,,,Se acceptă copii,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,46 m²,Construcţii noi,2,5,Dat în exploatare,1,Deschis,900€,,Individuală,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,56 m²,Construcţii noi,3,7,Euroreparație,1,,1 100€,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,64 m²,Construcţii noi,5,16,Euroreparație,,,800MDL,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,34 m²,Secundar,1,9,Design individual,1,Deschis,400MDL,1,Individuală,,Monolit,Se acceptă copii,Fără animale,17 m²,10 m²,255 cm
Agenție,Apartament cu 1 cameră,,41 m²,Construcţii noi,4,6,,,Deschis,76 500€,1,,,,Se acceptă copii,Se acceptă animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,52 m²,Construcţii noi,3,12,Variantă sură,1,Deschis,79 990€,1,Individuală,Exfactor-grup,Combinat,,,35 m²,12 m²,280 cm
Persoană fizică,Apartament cu 2 camere,,74 m²,Construcţii noi,5,14,Euroreparație,1,Subterană,750€,,Individuală,,Cotileț,Se acceptă copii,Fără animale,,25 m²,300 cm
Agenție,Apartament cu 1 cameră,,50 m²,Secundar,1,1,Euroreparație,1,,600€,,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,74 m²,Construcţii noi,3,12,,,,99 800€,,,Solomon Construct Imobil,,,,,,
Agenție,Apartament cu 2 camere,,78 m²,Construcţii noi,2,10,Euroreparație,2,,179 000€,2,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,5,16,Euroreparație,1,Deschis,175 900€,1,,,,,,75 m²,75 m²,
Agenție,Apartament cu 2 camere,,94 m²,Construcţii noi,12,15,Euroreparație,2,Subterană,2 000€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,119 m²,Construcţii noi,9,9,Variantă albă,,,115 900€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,40 m²,Construcţii noi,2,5,,,,450€,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,96 m²,Construcţii noi,7,13,,,,330 000€,,,,,,,96 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,Apartament cu living,62 m²,Construcţii noi,6,9,Euroreparație,1,Subterană,129 900€,1,,Solomon Construct Imobil,,,,,,
Agenție,Apartament cu 2 camere,,55 m²,Secundar,4,9,Reparație cosmetică,2,Deschis,84 900€,1,Ms (serie  moldovenească),,Panou,,,,,
Agenție,Apartament cu 1 cameră,,25 m²,Secundar,11,12,Euroreparație,1,Deschis,48 900€,Nu,,,Panou,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,50 m²,Secundar,1,2,Design individual,2,Garaj,190MDL,,Pe pămănt,,Cotileț,Se acceptă copii,Fără animale,50 m²,10 m²,280 cm
Agenție,Apartament cu 3 camere,,80 m²,Construcţii noi,3,10,Euroreparație,1,,1 150€,1,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,,37 m²,Secundar,3,7,,,,59 500€,,,,,,,,,
Agenție,Apartament cu 3 camere,,82 m²,Construcţii noi,3,6,,,,133 000€,,,,,,,,,
Persoană fizică,Apartament cu 1 cameră,,50 m²,Secundar,2,5,,1,Deschis,600€,,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 2 camere,,67 m²,Construcţii noi,3,9,Variantă albă,1,Subterană,89 100€,2,,,Cărămidă,,,,,275 cm
Dezvoltator imobiliar,Apartament cu 2 camere,,68 m²,Construcţii noi,3,7,Variantă albă,1,,74 800€,,,Poliprim Grup,Combinat,,,60 m²,,270 cm
Persoană fizică,Apartament cu 1 cameră,,36 m²,Secundar,1,5,,,,320MDL,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,72 m²,Construcţii noi,2,4,Variantă albă,1,Subterană,71 020€,1,,,,,,,,290 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,59 m²,Construcţii noi,3,5,Variantă albă,,,75 520€,1,Individuală,Flormin-Com,Combinat,,,,15 m²,
Agenție,Apartament cu 2 camere,,85 m²,Construcţii noi,,,,,,40€,,,,,,,,,
Agenție,Apartament cu 2 camere,,66 m²,Construcţii noi,1,5,Variantă albă,1,,62 700€,1,,Basconslux,,,,,,
Agenție,Apartament cu 3 camere,,99 m²,Construcţii noi,9,10,Construcție nefinisată,2,,119 000€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 3 camere,,130 m²,Construcţii noi,7,9,Euroreparație,2,,1 200€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,122 m²,Construcţii noi,5,16,Euroreparație,2,,295 000€,2,,,,,,,,
Agenție,Apartament cu 3 camere,,75 m²,Construcţii noi,2,10,Euroreparație,1,Deschis,550€,1,,,,Fără copii,Fără animale,75 m²,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,6,9,Euroreparație,1,Deschis,700€,,Individuală,Rodaris Pro,,Se acceptă copii,Fără animale,70 m²,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,80 m²,Construcţii noi,4,9,Euroreparație,,,350 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,71 m²,Construcţii noi,4,14,,,,99 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 4 camere,Apartament cu living,108 m²,Construcţii noi,7,16,Euroreparație,2,Sub acoperiș,298 000€,3,Individuală,Eldorado Terra,Combinat,,,100 m²,40 m²,300 cm
Persoană fizică,Apartament cu 3 camere,Apartament cu living,112 m²,Construcţii noi,5,10,Euroreparație,2,Deschis,289 999€,1,Individuală,,Bloc,,,,,3 cm
Agenție,Apartament cu 2 camere,,65 m²,Secundar,3,6,Euroreparație,1,Deschis,78 500€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,60 m²,Construcţii noi,8,11,Euroreparație,1,Subterană,35€,1,,,Cotileț,Se acceptă copii,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament cu living,65 m²,Construcţii noi,11,11,Euroreparație,1,Deschis,169 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,36 m²,Secundar,6,9,,,,79 900€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament fără living,42 m²,Construcţii noi,5,10,Variantă albă,1,Deschis,75 600€,1,Individuală,Carpeni,Combinat,,,16 m²,12 m²,270 cm
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,75 m²,Construcţii noi,3,7,Variantă albă,1,Deschis,94 336€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,46 m²,Construcţii noi,1,3,Euroreparație,2,Sub acoperiș,95 900€,,Individuală,,Combinat,,,33 m²,,270 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,73 m²,Construcţii noi,1,13,Euroreparație,2,Deschis,165 000€,1,,Reconscivil,Cărămidă,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 1 cameră,,43 m²,Construcţii noi,11,15,Variantă albă,1,,67 000€,1,Individuală,Lagmar Impex,Combinat,,,,,
Agenție,Apartament cu 2 camere,,52 m²,Secundar,6,9,,,,115 900€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,51 m²,Construcţii noi,8,9,Variantă albă,2,Subterană,75 000€,2,,Exfactor-grup,Cărămidă,,,,,
Agenție,Apartament cu 5 camere sau mai multe,,212 m²,Construcţii noi,9,10,Are nevoie de reparație,2,Deschis,270 000€,2,Individuală,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,85 m²,Construcţii noi,5,9,Euroreparație,1,Deschis,850€,3,,,,Cu acordul stăpânului,Fără animale,,,
Agenție,Apartament cu 3 camere,,85 m²,Secundar,1,10,Reparație cosmetică,2,Garaj,149 900€,1,143,,,,,,,
Agenție,Apartament cu 2 camere,,37 m²,Secundar,1,2,Euroreparație,2,Deschis,39 500€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,75 m²,Construcţii noi,1,7,Variantă albă,,,65 250€,,,Boiar House,Monolit,,,,,280 cm
Agenție,Apartament cu 1 cameră,Apartament cu living,50 m²,Construcţii noi,14,16,Euroreparație,1,Deschis,550€,1,,Horus,,Fără copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,62 m²,Construcţii noi,5,7,,1,Deschis,149 900€,1,,,,,,,,
Persoană fizică,O cameră,,14 m²,Secundar,4,5,,,,250€,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,110 m²,Construcţii noi,4,10,Euroreparație,2,,1 700€,,,,,Se acceptă copii,Fără animale,,,
