price,total_area,number_of_rooms,apartment_condition,housing_fund,region,living_room,parking_spot,number_of_floors,bathroom,floor,is_penthouse,compartmentalization
55000,26,2,-1,1,41,-1,-1,5.0,1.0,4.0,0,8
99000,66,3,-1,1,43,-1,-1,1.0,1.0,1.0,0,8
105000,54,2,8,0,44,0,3,12.0,2.0,11.0,0,8
250000,158,4,8,0,43,-1,3,7.0,3.0,7.0,0,8
79500,75,3,8,0,45,-1,3,14.0,2.0,6.0,0,8
146900,64,4,5,0,49,0,0,10.0,1.0,9.0,0,8
66900,50,3,0,1,47,-1,0,3.0,1.0,3.0,0,12
125000,75,4,8,0,41,0,3,10.0,2.0,1.0,0,8
105000,70,4,-1,1,49,0,0,3.0,1.0,3.0,0,12
134900,57,2,-1,0,43,0,-1,6.0,1.0,1.0,0,8
60900,34,3,-1,0,45,-1,-1,9.0,1.0,1.0,0,8
274400,122,4,8,0,47,-1,0,17.0,2.0,5.0,0,8
82300,58,2,2,0,41,-1,0,12.0,1.0,9.0,0,8
73900,33,2,-1,0,49,0,-1,5.0,1.0,3.0,0,8
96900,57,3,8,0,41,0,-1,18.0,1.0,8.0,0,8
96000,50,2,2,0,42,-1,0,12.0,2.0,12.0,0,8
35500,33,2,-1,1,26,-1,-1,5.0,1.0,1.0,0,8
125900,61,2,8,0,48,0,0,14.0,1.0,11.0,0,8
18000,44,3,0,1,127,-1,0,5.0,1.0,3.0,0,8
530000,141,4,5,0,43,0,0,13.0,2.0,8.0,0,8
92000,48,3,5,1,46,-1,0,5.0,1.0,2.0,0,8
249900,100,3,-1,0,41,0,-1,10.0,1.0,5.0,0,8
185000,86,4,5,0,45,-1,-1,5.0,1.0,1.0,0,8
259000,177,5,5,0,49,0,0,4.0,2.0,4.0,0,8
249000,74,3,-1,0,43,-1,-1,9.0,1.0,3.0,0,8
142000,71,3,5,0,45,-1,3,10.0,1.0,2.0,0,8
42000,42,3,-1,1,26,-1,-1,5.0,1.0,5.0,0,8
89750,87,4,-1,1,26,-1,-1,9.0,1.0,3.0,0,8
175000,70,3,5,0,44,1,0,20.0,1.0,11.0,0,8
24200,32,2,-1,0,31,-1,-1,5.0,1.0,5.0,0,8
120000,66,3,8,0,41,0,-1,9.0,1.0,7.0,0,8
193000,96,4,5,0,44,0,-1,20.0,2.0,15.0,0,8
350000,152,4,5,0,41,0,0,14.0,2.0,7.0,0,8
57000,36,2,-1,1,41,1,-1,9.0,1.0,2.0,0,8
76500,54,3,-1,1,43,-1,-1,9.0,1.0,1.0,0,8
55000,52,2,8,0,49,-1,-1,11.0,1.0,7.0,0,8
85900,56,2,2,0,47,-1,0,12.0,1.0,6.0,0,12
234000,101,3,-1,0,44,0,0,12.0,1.0,3.0,0,8
96900,57,3,8,0,41,-1,-1,9.0,1.0,2.0,0,8
150000,143,4,5,0,44,1,0,9.0,2.0,1.0,0,8
45300,55,3,-1,0,26,-1,-1,5.0,1.0,5.0,0,8
93000,37,2,5,0,41,-1,-1,9.0,1.0,5.0,0,8
160000,85,3,-1,0,41,0,-1,16.0,1.0,14.0,0,8
155000,60,3,5,0,49,0,-1,3.0,1.0,2.0,0,8
119900,44,3,5,0,41,-1,0,13.0,1.0,13.0,0,8
169900,85,4,4,0,53,0,3,11.0,1.0,6.0,0,8
75000,64,4,3,0,108,-1,0,5.0,1.0,4.0,0,8
79900,54,3,-1,0,44,-1,-1,10.0,1.0,5.0,0,8
75000,32,2,5,0,41,0,0,16.0,1.0,1.0,0,8
119900,74,3,8,0,42,0,3,10.0,1.0,7.0,0,8
234250,94,3,8,0,43,0,-1,12.0,1.0,3.0,0,8
220000,86,4,8,0,43,0,-1,13.0,1.0,13.0,0,8
28900,15,2,5,1,41,-1,-1,5.0,1.0,2.0,0,8
106900,51,3,0,1,43,-1,-1,1.0,1.0,1.0,0,8
87740,82,4,-1,0,49,-1,-1,9.0,1.0,5.0,0,8
109900,43,3,5,1,41,1,0,5.0,1.0,1.0,0,8
52500,60,4,-1,1,24,-1,0,5.0,1.0,5.0,0,8
145000,78,4,-1,1,41,0,-1,15.0,1.0,1.0,0,8
124000,57,3,-1,0,45,0,-1,10.0,1.0,2.0,0,8
121410,81,3,8,0,47,0,-1,18.0,2.0,10.0,0,8
45216,31,2,8,0,46,0,0,4.0,1.0,3.0,0,8
75500,57,2,8,0,47,-1,0,10.0,1.0,8.0,0,8
250000,75,3,5,0,44,0,3,12.0,1.0,12.0,0,8
66500,38,2,7,1,43,-1,-1,16.0,2.0,11.0,0,8
237000,78,3,5,0,47,0,3,17.0,2.0,16.0,0,8
109900,56,3,5,0,47,-1,-1,5.0,1.0,2.0,0,8
29900,21,1,7,1,42,-1,0,5.0,1.0,4.0,0,8
85000,85,4,-1,0,90,-1,0,10.0,2.0,5.0,0,8
91500,75,4,8,0,47,-1,-1,16.0,2.0,4.0,0,8
288000,244,4,5,0,41,0,0,1.0,1.0,1.0,0,10
105900,52,2,-1,0,47,0,-1,4.0,1.0,1.0,0,8
154900,72,3,5,0,42,-1,-1,9.0,2.0,3.0,0,8
144900,73,4,5,1,41,-1,-1,9.0,1.0,8.0,0,8
114900,50,3,5,0,46,-1,0,9.0,1.0,5.0,0,8
139000,60,3,-1,0,44,-1,-1,21.0,1.0,10.0,0,8
159900,70,3,5,0,43,0,0,9.0,2.0,3.0,0,8
179900,75,3,-1,0,46,0,-1,11.0,1.0,7.0,0,8
73900,57,4,-1,1,42,1,0,5.0,1.0,4.0,0,8
187900,72,4,5,0,42,0,-1,12.0,1.0,5.0,0,8
67900,32,2,5,1,41,-1,-1,5.0,1.0,5.0,0,8
150000,86,4,8,0,42,0,0,9.0,2.0,7.0,0,8
66900,40,2,8,0,79,-1,-1,9.0,1.0,3.0,0,8
36400,39,3,7,1,0,-1,0,2.0,1.0,2.0,0,8
76500,80,4,8,0,45,0,-1,10.0,1.0,6.0,0,8
170000,83,4,5,0,41,-1,0,5.0,1.0,5.0,0,8
84900,86,3,8,0,42,0,0,4.0,1.0,3.0,0,8
119800,63,3,7,0,44,-1,-1,12.0,1.0,6.0,0,8
119900,75,4,7,1,41,1,0,10.0,2.0,2.0,0,8
84900,55,3,-1,0,41,-1,-1,9.0,1.0,4.0,0,8
98000,61,3,8,0,47,-1,-1,9.0,2.0,2.0,0,8
90000,55,3,5,1,46,-1,-1,9.0,2.0,8.0,0,1
60300,38,2,7,1,47,-1,0,5.0,1.0,1.0,0,5
95000,145,4,8,0,45,-1,0,3.0,2.0,1.0,0,8
150000,93,4,8,0,42,0,-1,9.0,2.0,6.0,0,8
145000,50,2,5,0,43,1,0,11.0,1.0,2.0,0,8
135000,73,3,8,0,44,0,-1,11.0,1.0,8.0,0,8
86900,70,4,6,1,41,-1,0,5.0,2.0,5.0,0,0
127000,70,3,5,0,47,0,0,10.0,1.0,4.0,0,8
127500,75,3,8,0,44,-1,-1,10.0,1.0,2.0,0,8
142500,150,4,-1,0,45,0,-1,8.0,1.0,7.0,0,8
51833,62,3,8,0,66,-1,-1,7.0,1.0,3.0,0,8
125000,70,4,-1,1,47,-1,-1,12.0,1.0,1.0,0,8
74900,34,2,5,1,41,0,0,5.0,1.0,4.0,0,3
61500,38,2,7,1,42,-1,0,5.0,1.0,5.0,0,8
102450,84,4,8,0,41,0,3,9.0,1.0,3.0,0,8
135000,80,4,-1,1,41,-1,-1,9.0,1.0,2.0,0,8
89500,54,2,5,0,42,0,0,13.0,1.0,11.0,0,8
209900,78,4,5,0,43,-1,-1,13.0,2.0,10.0,0,8
114000,66,3,5,1,42,0,0,5.0,1.0,2.0,0,8
29500,22,2,-1,1,41,-1,-1,9.0,1.0,7.0,0,8
170000,86,4,5,0,43,-1,-1,15.0,2.0,8.0,0,8
117900,60,4,-1,0,99,-1,-1,8.0,1.0,6.0,0,8
109820,58,2,8,0,42,-1,-1,13.0,1.0,12.0,0,8
81400,51,2,2,0,47,0,0,10.0,1.0,4.0,0,8
49999,59,3,7,1,26,0,0,9.0,1.0,3.0,0,8
87998,91,4,8,0,45,-1,1,9.0,1.0,5.0,0,8
111900,67,3,5,0,49,-1,0,12.0,2.0,10.0,0,8
239000,90,3,8,0,43,0,0,5.0,2.0,2.0,0,8
89900,90,4,7,1,42,-1,0,9.0,1.0,1.0,0,8
66960,72,4,8,0,45,0,-1,10.0,2.0,5.0,0,8
48500,39,3,-1,1,42,1,-1,5.0,1.0,5.0,0,8
139000,80,4,5,1,41,0,0,6.0,1.0,5.0,0,8
84150,51,3,8,0,44,-1,-1,18.0,1.0,16.0,0,8
198000,77,4,5,0,43,0,0,14.0,1.0,7.0,0,8
137700,57,2,5,0,43,-1,0,12.0,1.0,11.0,0,8
70000,35,2,5,1,47,-1,-1,5.0,1.0,3.0,0,8
121700,72,3,8,0,44,0,0,7.0,2.0,2.0,0,10
179000,86,4,5,0,42,-1,-1,10.0,2.0,1.0,0,8
99000,51,4,5,1,42,-1,0,5.0,1.0,4.0,0,8
219900,95,4,8,0,47,0,0,17.0,2.0,17.0,0,8
64900,46,3,6,1,42,-1,-1,5.0,1.0,4.0,0,8
255000,84,3,5,0,43,0,3,7.0,2.0,4.0,0,8
53040,68,4,-1,0,130,-1,-1,8.0,1.0,3.0,0,8
55000,70,4,7,1,120,-1,0,5.0,2.0,2.0,0,8
52832,41,2,8,0,42,-1,3,5.0,1.0,2.0,0,8
105000,73,4,5,1,44,0,-1,9.0,2.0,1.0,0,1
45500,28,2,7,1,42,-1,0,13.0,1.0,8.0,0,8
109900,52,3,5,0,49,-1,0,13.0,1.0,4.0,0,8
55000,87,4,9,0,41,-1,0,12.0,2.0,10.0,0,8
347000,124,3,5,0,43,0,3,19.0,2.0,17.0,0,8
92000,50,2,5,0,41,0,0,12.0,1.0,1.0,0,8
75000,54,3,9,1,49,-1,0,2.0,1.0,1.0,0,7
139900,78,3,7,0,44,0,0,10.0,2.0,4.0,0,8
71900,30,2,-1,1,43,0,-1,2.0,1.0,1.0,0,8
248500,87,3,4,0,43,0,0,6.0,1.0,2.0,0,8
75900,45,3,8,0,41,-1,-1,14.0,1.0,3.0,0,8
146900,64,4,5,0,41,0,3,10.0,1.0,10.0,0,8
113400,84,3,-1,0,47,0,-1,16.0,1.0,4.0,0,8
99900,51,3,5,1,47,0,0,5.0,1.0,2.0,0,8
79900,56,3,8,1,42,-1,0,4.0,2.0,4.0,0,8
16500,51,3,6,1,38,1,0,5.0,1.0,2.0,0,8
73360,65,3,-1,0,46,-1,-1,9.0,1.0,3.0,0,8
34500,21,2,7,1,42,-1,0,5.0,1.0,5.0,0,8
89900,65,3,2,0,47,-1,0,17.0,2.0,14.0,0,8
161000,104,4,-1,0,47,-1,-1,9.0,1.0,9.0,0,8
78000,33,2,5,1,44,0,-1,5.0,1.0,5.0,0,8
69100,49,2,8,0,40,0,3,9.0,1.0,3.0,0,8
55500,42,2,8,0,45,-1,3,8.0,1.0,5.0,0,8
91900,43,2,-1,0,46,-1,-1,10.0,1.0,1.0,0,8
57000,42,2,7,1,49,1,0,9.0,2.0,9.0,0,2
121000,53,3,8,0,47,-1,3,5.0,2.0,1.0,0,8
125900,62,3,4,1,46,0,-1,11.0,1.0,3.0,0,8
260000,144,5,-1,0,43,-1,-1,7.0,1.0,6.0,0,8
19500,56,4,-1,1,89,-1,-1,5.0,1.0,2.0,0,8
92500,43,3,5,1,49,-1,-1,5.0,1.0,1.0,0,8
64900,53,3,5,1,147,-1,0,3.0,1.0,3.0,0,8
105900,80,4,7,1,47,0,0,20.0,2.0,7.0,0,8
69500,45,2,8,0,41,-1,-1,10.0,1.0,6.0,0,8
169000,120,4,5,1,41,0,0,6.0,2.0,6.0,0,8
83500,64,3,-1,0,47,-1,-1,16.0,1.0,6.0,0,8
37900,18,2,5,1,42,-1,0,7.0,1.0,4.0,0,8
160000,83,3,5,0,43,0,0,17.0,1.0,2.0,0,8
96000,61,4,7,1,47,-1,0,5.0,1.0,4.0,0,5
84900,44,3,7,1,47,1,0,5.0,2.0,4.0,0,3
37900,20,2,5,1,44,-1,0,5.0,1.0,4.0,0,8
112400,63,3,8,0,41,-1,0,17.0,1.0,9.0,0,8
105500,72,3,6,0,41,0,0,12.0,2.0,6.0,0,8
113000,47,2,5,0,41,-1,-1,12.0,1.0,8.0,0,8
197000,100,5,-1,0,44,-1,-1,13.0,2.0,1.0,0,8
169000,73,3,5,0,44,-1,-1,10.0,1.0,10.0,0,8
152000,70,3,5,0,42,-1,0,9.0,1.0,5.0,0,8
93000,47,2,-1,0,42,-1,-1,14.0,1.0,10.0,0,8
185000,91,4,-1,0,41,0,-1,10.0,1.0,3.0,0,8
85000,40,2,5,1,44,0,0,9.0,2.0,8.0,0,8
132660,67,3,-1,0,48,-1,-1,9.0,1.0,4.0,0,8
62000,61,3,7,1,53,-1,-1,9.0,1.0,1.0,0,8
85000,73,4,7,1,47,-1,0,3.0,2.0,3.0,0,12
32900,21,1,7,1,42,-1,0,5.0,1.0,1.0,0,8
130000,55,3,5,1,43,-1,0,5.0,1.0,5.0,0,8
75000,54,3,5,0,108,1,0,9.0,2.0,1.0,0,11
69000,46,3,5,1,42,-1,-1,7.0,1.0,7.0,0,8
195000,66,3,5,0,43,0,-1,7.0,1.0,2.0,0,8
74000,57,4,6,1,42,-1,0,5.0,2.0,4.0,0,3
74000,40,2,5,1,47,-1,-1,5.0,1.0,3.0,0,8
135000,124,4,5,0,57,0,0,6.0,2.0,3.0,0,8
62350,43,2,8,0,47,-1,-1,14.0,1.0,3.0,0,8
105000,60,3,-1,0,43,-1,-1,10.0,1.0,6.0,0,8
136000,58,2,8,0,48,0,-1,13.0,1.0,6.0,0,8
179000,85,4,5,0,44,0,0,9.0,2.0,3.0,0,8
84950,43,3,7,1,47,-1,0,5.0,2.0,4.0,0,3
129900,118,3,5,0,45,-1,0,4.0,1.0,4.0,0,8
73900,58,3,7,1,41,-1,-1,16.0,1.0,8.0,0,8
70500,73,4,2,0,45,-1,-1,9.0,2.0,7.0,0,8
33900,18,2,5,1,41,-1,0,5.0,1.0,3.0,0,4
61500,38,3,5,1,42,1,0,6.0,1.0,6.0,0,8
70300,74,4,-1,0,144,-1,-1,8.0,1.0,1.0,0,8
30500,16,1,5,1,49,-1,0,9.0,1.0,4.0,0,8
39500,20,2,5,0,42,-1,0,5.0,1.0,1.0,0,8
135000,49,2,5,0,42,0,-1,10.0,1.0,3.0,0,8
350000,274,6,5,0,41,0,3,12.0,3.0,11.0,0,8
79900,40,2,5,0,41,-1,-1,10.0,1.0,6.0,0,8
24500,24,2,8,1,41,-1,0,4.0,1.0,3.0,0,8
61900,49,2,8,0,46,0,-1,15.0,1.0,11.0,0,8
275000,100,3,5,0,43,0,0,10.0,2.0,1.0,0,8
143115,98,4,8,0,79,-1,1,8.0,2.0,1.0,0,8
65900,70,4,-1,1,31,-1,-1,5.0,1.0,3.0,0,8
170000,85,4,5,0,53,0,0,10.0,1.0,6.0,0,8
284000,116,4,-1,0,43,-1,-1,10.0,1.0,8.0,0,8
35500,20,2,5,1,41,-1,0,5.0,1.0,4.0,0,8
78800,45,3,7,1,47,-1,0,4.0,1.0,4.0,0,7
61900,32,2,6,1,47,-1,0,5.0,1.0,5.0,0,8
70000,53,2,8,0,45,-1,0,12.0,1.0,11.0,0,8
109900,60,4,7,1,41,1,0,5.0,1.0,3.0,0,8
64900,42,4,7,1,43,-1,0,1.0,1.0,1.0,0,10
84900,60,3,8,0,47,-1,0,16.0,2.0,10.0,0,8
95000,72,3,5,0,108,-1,0,5.0,1.0,4.0,0,8
90000,64,4,5,1,126,0,0,5.0,1.0,3.0,0,8
103900,55,3,-1,1,48,-1,-1,5.0,1.0,4.0,0,8
55000,49,3,5,1,75,-1,0,9.0,2.0,3.0,0,8
139860,74,3,-1,0,47,-1,-1,25.0,2.0,6.0,0,8
58500,42,2,-1,0,45,-1,-1,10.0,1.0,1.0,0,8
56994,48,2,8,0,49,0,0,9.0,1.0,1.0,0,8
113500,50,3,5,0,44,0,0,9.0,1.0,4.0,0,8
179000,74,3,5,0,44,0,0,10.0,1.0,8.0,0,8
114000,72,4,5,1,41,-1,-1,9.0,1.0,6.0,0,8
122000,58,3,5,0,41,1,0,8.0,2.0,5.0,0,8
98500,52,3,5,1,44,-1,0,9.0,2.0,7.0,0,8
107400,42,2,5,0,47,0,0,10.0,1.0,9.0,0,8
99000,71,3,0,1,43,-1,0,2.0,2.0,2.0,0,12
62800,34,2,-1,1,44,-1,-1,10.0,1.0,9.0,0,8
72500,40,2,5,1,41,-1,0,9.0,1.0,6.0,0,8
120000,68,3,5,0,41,0,0,9.0,1.0,6.0,0,8
145000,120,4,4,1,79,-1,0,3.0,1.0,2.0,0,8
103000,56,3,5,1,42,-1,0,5.0,2.0,2.0,0,5
77787,52,2,8,0,41,-1,0,13.0,1.0,2.0,0,8
101750,55,3,8,0,48,0,0,10.0,1.0,6.0,0,8
159900,78,3,5,0,42,0,-1,9.0,1.0,3.0,0,8
69225,54,2,8,0,42,0,0,7.0,1.0,3.0,0,8
71000,37,2,-1,1,47,0,-1,15.0,1.0,14.0,0,8
215000,52,2,5,0,43,-1,-1,9.0,1.0,2.0,0,8
125900,46,2,5,0,43,0,-1,14.0,1.0,8.0,0,8
200800,50,2,5,0,43,-1,1,4.0,1.0,3.0,0,8
65600,56,3,8,0,49,-1,-1,9.0,1.0,4.0,0,8
156500,76,3,4,0,43,0,0,10.0,1.0,1.0,0,8
61000,68,4,7,1,31,-1,0,5.0,1.0,2.0,0,8
151900,59,3,5,0,47,0,3,10.0,1.0,5.0,0,8
119900,119,4,7,1,48,-1,0,2.0,1.0,1.0,0,8
88900,45,3,5,0,49,-1,0,5.0,1.0,1.0,0,8
97000,40,2,5,0,42,-1,0,10.0,1.0,8.0,0,8
215000,87,4,-1,0,43,0,-1,12.0,1.0,1.0,0,8
93240,74,3,-1,0,45,-1,-1,7.0,1.0,2.0,0,8
130000,135,5,7,1,42,0,0,10.0,2.0,9.0,0,8
95000,53,3,7,1,44,-1,-1,9.0,1.0,8.0,0,2
117300,85,4,8,0,44,-1,3,9.0,2.0,3.0,0,8
115500,77,3,8,0,46,-1,-1,13.0,2.0,2.0,0,8
49700,50,2,8,0,144,-1,-1,9.0,1.0,3.0,0,8
74999,60,4,5,1,19,-1,0,5.0,1.0,5.0,0,8
148000,69,3,5,1,43,0,1,2.0,1.0,1.0,0,10
69900,64,4,8,0,52,0,0,2.0,1.0,2.0,0,8
36000,36,2,8,0,51,-1,-1,3.0,1.0,2.0,0,8
24900,20,1,7,1,44,-1,0,9.0,1.0,2.0,0,1
69000,46,3,-1,1,42,-1,-1,7.0,1.0,7.0,0,8
232000,105,4,5,0,43,-1,-1,9.0,2.0,5.0,0,8
65000,86,4,7,1,31,-1,0,5.0,2.0,5.0,0,8
89900,69,4,-1,1,42,-1,-1,9.0,1.0,4.0,0,8
96000,71,4,7,1,47,-1,0,5.0,2.0,4.0,0,3
79900,47,2,-1,0,44,0,-1,10.0,1.0,9.0,0,8
24900,21,1,7,1,44,-1,0,9.0,1.0,2.0,0,1
184500,86,4,7,0,47,-1,-1,3.0,1.0,1.0,0,8
43500,23,1,-1,1,41,-1,-1,5.0,1.0,4.0,0,8
94900,46,2,5,0,43,0,-1,14.0,1.0,8.0,0,8
93000,56,3,5,1,44,-1,0,9.0,2.0,6.0,0,13
107000,85,4,8,0,45,0,-1,9.0,2.0,5.0,0,8
147900,60,3,5,0,42,0,-1,14.0,1.0,6.0,0,8
94000,47,2,8,0,43,-1,-1,10.0,1.0,4.0,0,8
83500,60,3,-1,1,42,0,-1,5.0,1.0,4.0,0,8
45000,42,2,5,1,72,0,0,4.0,1.0,3.0,0,2
54200,42,2,8,0,49,0,3,9.0,1.0,6.0,0,8
325000,100,4,5,0,43,0,-1,10.0,1.0,5.0,1,8
149900,92,3,5,0,42,0,0,9.0,2.0,2.0,0,8
173000,83,4,5,0,44,0,-1,9.0,2.0,6.0,0,8
134900,74,3,5,0,49,-1,0,10.0,2.0,9.0,0,8
69900,37,2,5,0,45,0,-1,7.0,1.0,5.0,0,8
180000,65,3,5,0,44,-1,3,12.0,1.0,12.0,0,8
47000,47,2,8,0,99,-1,0,8.0,1.0,5.0,0,8
135000,50,3,5,0,42,0,-1,9.0,1.0,6.0,0,8
66900,34,2,-1,1,44,0,-1,9.0,1.0,1.0,0,8
225000,50,3,5,0,43,-1,0,5.0,1.0,2.0,0,8
110000,72,4,-1,1,47,-1,0,9.0,2.0,6.0,0,1
84900,48,3,-1,1,42,-1,-1,5.0,1.0,5.0,0,8
105900,46,2,5,1,41,-1,0,10.0,1.0,8.0,0,8
69900,38,2,7,1,41,1,0,9.0,1.0,2.0,0,8
152500,90,4,5,0,41,-1,0,4.0,1.0,1.0,0,8
99175,72,4,8,0,41,-1,0,12.0,2.0,3.0,0,8
33900,22,2,-1,1,49,-1,-1,5.0,1.0,5.0,0,8
71500,65,3,8,0,51,0,-1,2.0,2.0,1.0,0,8
83265,46,2,8,0,47,0,0,12.0,1.0,4.0,0,8
259600,118,4,5,0,47,0,0,10.0,1.0,10.0,0,8
95000,60,3,-1,1,41,-1,-1,9.0,1.0,8.0,0,2
39900,24,2,5,1,42,-1,2,5.0,1.0,5.0,0,8
70000,73,3,7,1,44,-1,-1,5.0,1.0,1.0,0,8
159900,69,3,5,0,43,0,0,10.0,2.0,3.0,0,8
99900,51,3,-1,1,47,0,-1,5.0,1.0,2.0,0,8
90720,67,3,8,0,78,0,-1,6.0,1.0,5.0,0,8
53100,59,3,8,0,108,-1,-1,5.0,1.0,1.0,0,8
165000,75,4,5,0,43,-1,-1,12.0,1.0,3.0,0,8
71000,45,2,2,0,40,0,-1,6.0,1.0,4.0,0,8
54500,37,2,0,1,47,1,0,5.0,1.0,5.0,0,5
165900,85,3,5,0,41,0,0,12.0,1.0,4.0,0,8
71300,46,2,8,0,49,0,3,16.0,1.0,5.0,0,8
75000,47,3,-1,1,49,-1,0,5.0,2.0,3.0,0,9
117300,69,3,8,0,44,0,0,9.0,1.0,1.0,0,8
62300,62,3,8,0,144,-1,-1,9.0,1.0,7.0,0,8
38500,53,3,5,1,133,1,0,5.0,1.0,5.0,0,2
299000,106,4,5,0,47,0,3,14.0,1.0,8.0,0,8
96000,64,3,8,0,45,-1,0,9.0,1.0,6.0,0,8
275000,200,4,5,0,41,0,0,5.0,2.0,5.0,0,8
45000,52,3,-1,1,29,1,0,5.0,1.0,4.0,0,8
128000,63,3,7,1,41,0,0,5.0,1.0,4.0,0,8
77500,51,4,0,1,41,-1,0,5.0,2.0,2.0,0,3
318000,100,4,5,0,47,-1,3,12.0,2.0,5.0,0,8
66000,44,2,8,0,45,-1,3,9.0,1.0,4.0,0,8
71393,46,2,8,0,47,0,0,16.0,1.0,13.0,0,8
46900,30,2,-1,1,42,-1,-1,18.0,1.0,9.0,0,8
71000,48,3,7,1,42,-1,0,5.0,2.0,1.0,0,8
126000,51,2,-1,0,41,-1,-1,13.0,1.0,12.0,0,8
82000,82,3,5,1,41,0,2,17.0,2.0,17.0,0,8
72000,40,2,5,1,47,-1,0,6.0,1.0,6.0,0,8
250000,60,2,5,0,43,0,0,8.0,1.0,5.0,0,8
95000,80,4,6,1,41,-1,-1,9.0,2.0,4.0,0,8
87400,76,4,6,0,47,0,-1,15.0,1.0,9.0,0,8
35880,30,2,5,1,23,1,0,5.0,1.0,4.0,0,8
93000,61,3,-1,1,44,-1,-1,16.0,2.0,8.0,0,8
83900,60,4,-1,1,41,-1,-1,5.0,1.0,5.0,0,11
95700,77,3,8,0,42,0,0,5.0,1.0,2.0,0,8
120000,80,3,8,0,42,1,0,8.0,2.0,2.0,0,8
72900,54,2,8,0,45,-1,0,12.0,1.0,4.0,0,8
78000,48,3,8,0,49,-1,3,9.0,2.0,7.0,0,8
82000,69,3,8,0,46,-1,-1,11.0,2.0,1.0,0,8
155000,125,4,8,0,44,0,0,11.0,2.0,9.0,0,8
92900,50,2,5,1,41,0,-1,5.0,1.0,5.0,0,8
52500,42,2,8,0,49,0,3,9.0,1.0,6.0,0,8
120000,63,4,5,1,46,-1,-1,5.0,1.0,5.0,0,9
92900,45,3,5,1,41,-1,-1,5.0,1.0,5.0,0,8
24200,32,2,7,1,31,-1,0,5.0,1.0,5.0,0,8
28500,20,2,7,1,47,1,0,9.0,1.0,5.0,0,8
236060,81,4,8,0,43,-1,3,4.0,2.0,4.0,0,8
155900,65,3,5,0,41,0,3,17.0,2.0,2.0,0,8
107704,80,3,8,0,45,-1,0,5.0,1.0,5.0,0,8
112000,50,2,5,0,44,-1,-1,9.0,1.0,7.0,0,8
75900,59,2,8,0,49,0,0,6.0,1.0,1.0,0,8
59000,38,2,5,1,104,0,0,2.0,1.0,1.0,0,10
92000,54,2,7,0,44,-1,-1,15.0,1.0,12.0,0,8
129900,50,3,5,1,49,-1,0,5.0,1.0,3.0,0,8
173800,80,4,5,0,44,0,0,12.0,1.0,11.0,0,8
124000,84,4,4,1,41,0,0,9.0,1.0,4.0,0,2
179000,60,2,4,0,41,-1,0,9.0,1.0,1.0,0,8
119500,74,3,8,0,44,0,0,10.0,2.0,8.0,0,8
220000,86,4,8,0,42,-1,-1,13.0,1.0,13.0,0,8
225000,74,3,5,0,43,1,-1,5.0,1.0,2.0,0,8
92500,55,3,5,0,46,0,0,9.0,1.0,4.0,0,8
109900,68,3,5,0,44,0,-1,10.0,1.0,4.0,0,8
56000,54,3,4,1,19,-1,-1,9.0,2.0,6.0,0,8
124500,76,3,8,0,44,-1,-1,10.0,2.0,2.0,0,8
80000,80,5,7,1,35,-1,0,9.0,1.0,1.0,0,8
114900,63,3,5,0,41,0,0,10.0,1.0,5.0,0,8
125000,68,3,2,0,42,-1,3,4.0,1.0,1.0,0,8
350000,127,3,5,0,43,-1,-1,13.0,2.0,11.0,0,8
156000,76,3,8,0,42,-1,0,12.0,2.0,12.0,0,8
85000,44,3,7,1,41,-1,0,5.0,1.0,2.0,0,8
150000,80,3,-1,0,43,-1,-1,12.0,1.0,4.0,0,8
245000,76,3,5,0,43,0,0,14.0,1.0,9.0,0,8
75000,54,3,-1,0,53,-1,-1,5.0,1.0,2.0,0,8
32900,18,2,5,1,42,-1,0,5.0,1.0,4.0,0,8
198500,77,3,-1,0,43,-1,-1,10.0,1.0,8.0,0,8
98000,70,4,-1,1,44,-1,-1,9.0,1.0,7.0,0,8
95900,43,2,5,0,43,0,0,14.0,1.0,8.0,0,8
220000,86,4,8,0,43,0,3,13.0,1.0,13.0,0,8
130000,62,3,-1,0,41,-1,-1,9.0,1.0,3.0,0,8
136000,76,3,-1,0,49,0,-1,12.0,1.0,9.0,0,8
119900,63,3,5,0,49,0,0,13.0,1.0,11.0,0,8
29000,15,1,5,1,44,-1,-1,9.0,1.0,3.0,0,8
120000,87,4,8,0,44,-1,3,10.0,2.0,5.0,0,8
68500,67,4,7,1,108,-1,0,5.0,1.0,4.0,0,8
134000,134,4,8,0,45,0,0,10.0,2.0,5.0,1,8
209000,88,3,5,0,44,0,-1,10.0,2.0,9.0,0,8
110000,48,3,5,1,41,-1,0,9.0,2.0,9.0,0,9
195000,110,5,5,0,41,-1,-1,12.0,2.0,10.0,0,8
56700,42,2,2,0,46,-1,3,14.0,1.0,4.0,0,8
113000,60,3,-1,1,41,-1,-1,9.0,1.0,3.0,0,8
49400,38,2,-1,0,47,-1,-1,10.0,1.0,8.0,0,8
260000,65,3,-1,0,43,-1,-1,9.0,1.0,6.0,0,8
106650,84,4,8,0,41,-1,3,9.0,1.0,3.0,0,8
41900,54,2,5,0,27,0,-1,6.0,1.0,6.0,0,8
29500,20,2,-1,0,13,-1,-1,7.0,1.0,5.0,0,8
172000,49,3,8,0,43,0,-1,8.0,1.0,5.0,0,8
105900,74,2,5,0,46,-1,3,13.0,1.0,13.0,0,8
