animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price
,Agenție,2,,,,5,Secundar,2,,Apartament fără living,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,87 m²,,139500
,Agenție,1,,,,5,Secundar,1,,,,Apartament cu 2 camere,5.0,Reparație cosmetică,,,49 m²,,70000
,Persoană fizică,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,13.0,Design individual,,,104 m²,,235000
,Dezvoltator imobiliar,,,,,2,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,,0 m²,0 m²,57 m²,,124000
,Agenție,Nu,Individuală,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,15.0,Variantă albă,,,53 m²,,68900
,Agenție,,Individuală,,,1,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,33 m²,,66900
,Agenție,2,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,117 m²,,250000
,Agenție,,,,Lagmar Impex,5,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,10.0,,0 m²,0 m²,49 m²,,65700
,Persoană fizică,1,Hruşciovka,,,5,Secundar,2,270 cm,,,Apartament cu 3 camere,5.0,Euroreparație,6 m²,33 m²,51 m²,Cotileț,89999
,Agenție,Nu,,,Kirsan,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,65 m²,Combinat,156900
,Agenție,Nu,,,,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,68 m²,Cărămidă,165000
,Agenție,,,,,8,Construcţii noi,2,,,,Apartament cu 2 camere,14.0,Variantă albă,,,69 m²,,93150
,Agenție,1,Individuală,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,38 m²,Panou,57900
,Agenție,1,,,Reconscivil,8,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,72 m²,,158000
,Agenție,,,,,9,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,46 m²,Cărămidă,115000
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,7.0,,,,76 m²,,159000
,Agenție,1,,,,6,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,6.0,Euroreparație,,,34 m²,,61900
,Dezvoltator imobiliar,1,Individuală,,Lagmar Impex,4,Construcţii noi,1,290 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,16.0,Variantă albă,,,46 m²,Combinat,69090
,Dezvoltator imobiliar,1,,,,3,Secundar,2,,,,Apartament cu 3 camere,5.0,Reparație cosmetică,,,64 m²,Cotileț,49000
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,9.0,Euroreparație,,,60 m²,,115000
,Agenție,1,Individuală,,Inamstro,1,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,12.0,Design individual,,,80 m²,Cărămidă,220000
,Agenție,1,,,Dansicons,4,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,8.0,Euroreparație,,,65 m²,Cotileț,146900
,Agenție,2,Ms (serie  moldovenească),,,9,Secundar,2,270 cm,,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,0 m²,0 m²,79 m²,Panou,97299
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 1 cameră,4.0,,,,30 m²,,50000
,Agenție,Nu,Individuală,,,3,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,15 m²,,28900
,Agenție,,,,,8,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,58 m²,,127900
,Agenție,1,,,,3,Construcţii noi,1,0 cm,,,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,70 m²,,159900
,Agenție,2,102,,,5,Secundar,2,,,Deschis,Apartament cu 4 camere,5.0,Euroreparație,,,95 m²,,125000
,Agenție,,,,,5,Secundar,1,0 cm,,Deschis,Apartament cu 1 cameră,5.0,,0 m²,0 m²,27 m²,Cotileț,32500
,Agenție,1,Hruşciovka,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,44 m²,Panou,89000
,Agenție,1,,,,3,Construcţii noi,1,,,,Apartament cu 2 camere,7.0,Euroreparație,,,65 m²,,206000
,Agenție,2,,,,3,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,5.0,Euroreparație,,,130 m²,,357000
,Agenție,,Cămin familial,,,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,36 m²,,47900
,Persoană fizică,,,,Lagmar Impex,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,9.0,Variantă albă,0 m²,0 m²,42 m²,,48120
,Dezvoltator imobiliar,2,,,Gonvaro-Con,5,Construcţii noi,2,,Apartament cu living,Garaj,Apartament cu 3 camere,8.0,Euroreparație,,,73 m²,Cotileț,165000
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,88 m²,,250000
,Persoană fizică,,Individuală,,Braus Imobiliare,3,Construcţii noi,,,,,Apartament cu 4 camere,5.0,Dat în exploatare,,,117 m²,Combinat,280000
,Dezvoltator imobiliar,,,,,Penthouse,Construcţii noi,,,,,Apartament cu 2 camere,11.0,Variantă albă,,,72 m²,,82400
,Agenție,2,Individuală,,,12,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16.0,Euroreparație,,,79 m²,Combinat,141500
,Agenție,1,,,Exfactor-grup,2,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,14.0,Euroreparație,,,64 m²,Combinat,154900
,Agenție,Nu,Individuală,,,10,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,36 m²,,78000
,Dezvoltator imobiliar,,,,,5,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,7.0,,,,65 m²,,100500
,Agenție,,,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,49 m²,,135000
Cu acordul stăpânului,Agenție,2,Individuală,Cu acordul stăpânului,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,12.0,Variantă albă,,,73 m²,,124500
,Persoană fizică,,,,,2,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,,,,35 m²,,45000
,Dezvoltator imobiliar,1,Individuală,,Horus,5,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,15.0,Euroreparație,,86 m²,86 m²,Combinat,188000
,Agenție,2,Individuală,,,6,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,80 m²,,138000
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 2 camere,5.0,,,,50 m²,,110000
,Agenție,1,Individuală,,,5,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,42 m²,,95000
,Agenție,1,,,,14,Construcţii noi,1,0 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,19.0,Fără reparație,0 m²,0 m²,58 m²,,106900
,Agenție,3,Varț (Varnițkaia),,,5,Secundar,2,,,,Apartament cu 3 camere,9.0,Euroreparație,,,72 m²,,130000
,Persoană fizică,,,,Lagmar Impex,2,Construcţii noi,,0 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,15.0,Variantă albă,0 m²,0 m²,46 m²,,67500
,Dezvoltator imobiliar,,,,Lagmar Impex,9,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,10.0,Variantă albă,,,100 m²,Combinat,121000
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,12.0,,,,50 m²,,145000
,Agenție,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,9.0,,,,93 m²,,215000
,Agenție,,Individuală,,Dansicons,9,Construcţii noi,2,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Euroreparație,,,95 m²,Cotileț,227000
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,Apartament fără living,,Apartament cu 2 camere,10.0,Reparație cosmetică,,,65 m²,,134999
,Agenție,1,,,,5,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,50 m²,Cotileț,64000
,Persoană fizică,1,Brj (Brejnevka),,,5,Secundar,1,250 cm,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Reparație cosmetică,8 m²,33 m²,33 m²,Cotileț,57000
,Agenție,1,,,,16,Construcţii noi,2,320 cm,Apartament cu living,Subterană,Apartament cu 2 camere,17.0,Euroreparație,,,106 m²,,259900
,Agenție,1,,,,4,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,12.0,Variantă albă,,,55 m²,,79200
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,2,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,,58 m²,,55100
,Persoană fizică,1,,,Solomon Construct Imobil,6,Construcţii noi,2,,,Subterană,Apartament cu 2 camere,12.0,Construcție nefinisată,,,73 m²,Cărămidă,102794
,Agenție,1,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,14.0,Construcție nefinisată,,,82 m²,Cărămidă,97500
,Dezvoltator imobiliar,,,,,2,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,20.0,Euroreparație,,,49 m²,,122000
,Persoană fizică,,,,Sky House,2,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,34 m²,,52000
,Agenție,1,,,,1,Construcţii noi,1,,,,Apartament cu 3 camere,10.0,Euroreparație,,,73 m²,,185900
,Agenție,Nu,Individuală,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6.0,Euroreparație,,,70 m²,,133900
,Persoană fizică,1,,,Inamstro,4,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,40 m²,Cărămidă,89000
,Agenție,,,,,7,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,13.0,Euroreparație,,,66 m²,,125500
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,48 m²,,98000
,Persoană fizică,1,,,,8,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,,,74 m²,80 m²,,36900
,Persoană fizică,,,,,3,Secundar,,,,,Apartament cu 1 cameră,9.0,,,,34 m²,,59500
,Agenție,1,143,,AMIC,5,Secundar,1,2590 cm,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,20 m²,42 m²,49 m²,Cotileț,41800
,Agenție,,,,Dansicons,1,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,10.0,Euroreparație,,,110 m²,Cărămidă,179000
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,6.0,Euroreparație,,,20 m²,,29900
,Persoană fizică,2,Individuală,,Braus Imobiliare,2,Construcţii noi,1,300 cm,Apartament cu living,,Apartament cu 1 cameră,10.0,Variantă albă,,58 m²,58 m²,Cărămidă,78176
,Agenție,1,,,,1,Secundar,1,,,Garaj,Apartament cu 2 camere,2.0,Reparație cosmetică,,,55 m²,,82500
,Agenție,,,,,4,Secundar,,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,18 m²,,34900
,Agenție,1,Individuală,,,11,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Variantă albă,,,88 m²,,101500
,Persoană fizică,,Individuală,,,2,Secundar,1,270 cm,,Deschis,Apartament cu 1 cameră,5.0,Fără reparație,,,31 m²,Cotileț,57000
,Agenție,,,,,9,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,51 m²,,134000
,Dezvoltator imobiliar,,,,,4,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,9.0,Euroreparație,,,80 m²,,350000
,Agenție,1,Individuală,,,6,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,55 m²,Cotileț,85000
,Agenție,,,,,9,Construcţii noi,2,,,,Apartament cu 2 camere,10.0,Variantă albă,,,60 m²,,80700
,Agenție,2,Individuală,,Exfactor-grup,1,Construcţii noi,2,,,,Apartament cu 2 camere,10.0,Construcție nefinisată,,,70 m²,Combinat,102500
,Agenție,,,,Solomon Construct Imobil,2,Construcţii noi,,3 cm,Apartament cu living,,Apartament cu 2 camere,12.0,Variantă albă,,,63 m²,Combinat,85050
,Agenție,1,,,Exfactor-grup,9,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Euroreparație,,,88 m²,,209000
Fără animale,Agenție,1,Individuală,Se acceptă copii,,8,Secundar,2,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,58 m²,,127900
,Agenție,1,,,,1,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,71 m²,,139000
,Agenție,1,,,,3,Secundar,1,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,41 m²,,80000
,Agenție,,,,,6,Construcţii noi,,0 cm,,,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,68 m²,,155000
,Agenție,1,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,,60 m²,,74000
,Dezvoltator imobiliar,1,,,,2,Construcţii noi,1,290 cm,,,Apartament cu 2 camere,4.0,Variantă albă,,,61 m²,,60830
,Agenție,Nu,,,Inamstro,1,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Euroreparație,,,74 m²,,175000
,Agenție,3,102,,,4,Secundar,2,,,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,,,90 m²,Cotileț,82900
,Agenție,,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,68 m²,,230000
,Agenție,1,,,,2,Construcţii noi,1,,,Subterană,Apartament cu 3 camere,8.0,Euroreparație,,,68 m²,,149900
,Dezvoltator imobiliar,1,,,,10,Secundar,,,,,Apartament cu 1 cameră,10.0,,,,35 m²,,57900
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 2 camere,9.0,,,,90 m²,,228900
,Dezvoltator imobiliar,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,9.0,,,,49 m²,,135000
,Agenție,1,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,134 m²,,265000
,Agenție,Nu,,,,2,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,57500
,Agenție,,,,,6,Construcţii noi,,0 cm,,,Apartament cu 2 camere,11.0,,0 m²,0 m²,73 m²,,145000
,Agenție,Nu,Hruşciovka,,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,4.0,Reparație cosmetică,,,43 m²,Cotileț,73400
,Agenție,,,,,5,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,5.0,,,,33 m²,,78000
,Agenție,1,Individuală,,,5,Construcţii noi,1,2800 cm,Apartament cu living,,Apartament cu 1 cameră,5.0,Dat în exploatare,18 m²,18 m²,50 m²,Combinat,45500
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 1 cameră,12.0,,,,33 m²,,85000
,Agenție,,Garsonieră,,,3,Secundar,1,0 cm,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,0 m²,0 m²,17 m²,Cotileț,28900
,Agenție,,,,,6,Construcţii noi,1,,,,Apartament cu 1 cameră,12.0,Euroreparație,,,46 m²,,174000
,Agenție,1,,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,8.0,Euroreparație,,,100 m²,,155000
,Agenție,2,,,,4,Secundar,,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Euroreparație,0 m²,102 m²,102 m²,,255000
,Dezvoltator imobiliar,3,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,90 m²,Cărămidă,114300
,Agenție,1,Individuală,,,5,Secundar,1,0 cm,,Deschis,Apartament cu 2 camere,5.0,Fără reparație,,,44 m²,,67900
,Agenție,1,Varț (Varnițkaia),,,6,Secundar,2,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,35 m²,,68900
,Agenție,2,Individuală,,Eldorado Terra,5,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,17.0,Design individual,,,120 m²,Cărămidă,294900
,Agenție,1,,,,7,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,43 m²,,59553
,Agenție,1,143,,,4,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Reparație cosmetică,,,50 m²,,89900
,Agenție,Nu,Individuală,,,3,Secundar,1,,,Deschis,Apartament cu 1 cameră,3.0,Variantă albă,,,28 m²,Cotileț,25900
,Dezvoltator imobiliar,,,,,6,Construcţii noi,,,,,Apartament cu 2 camere,11.0,,,,63 m²,,119800
,Agenție,,,,,5,Construcţii noi,2,,,,Apartament cu 2 camere,11.0,Euroreparație,,,70 m²,,178000
,Agenție,2,Ms (serie  moldovenească),,,9,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Reparație cosmetică,,,53 m²,Panou,75000
,Agenție,1,,,,4,Secundar,2,,,,Apartament cu 3 camere,5.0,Reparație cosmetică,,,70 m²,,124900
,Dezvoltator imobiliar,,,,,4,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5.0,,,,70 m²,,110000
,Agenție,1,,,,8,Construcţii noi,3,,,Subterană,Apartament cu 3 camere,8.0,Variantă albă,,,115 m²,,175000
,Agenție,,Pe pămănt,,,1,Secundar,1,250 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,1.0,Are nevoie de reparație,6 m²,16 m²,28 m²,Cotileț,36400
,Agenție,1,Individuală,,Reconscivil,8,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,72 m²,Combinat,158000
,Agenție,1,,,,10,Construcţii noi,1,,,,Apartament cu 1 cameră,11.0,Euroreparație,,,42 m²,,116500
,Agenție,1,,,,9,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,14.0,Euroreparație,0 m²,75 m²,75 m²,,245000
,Agenție,,,,,1,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,25 m²,,39900
,Agenție,1,,,,4,Construcţii noi,2,,,,Apartament cu 3 camere,5.0,Variantă albă,,,92 m²,,117576
,Agenție,,,,Eldorado Terra,7,Construcţii noi,2,,,,Apartament cu 2 camere,12.0,Euroreparație,,,66 m²,,125500
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,43 m²,,92500
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,3.0,,,,47 m²,,59600
,Agenție,1,,,,2,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,7.0,Euroreparație,,68 m²,74 m²,Cotileț,149900
,Agenție,1,143,,,9,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,9.0,Reparație cosmetică,,,55 m²,,82900
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,6,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,7.0,Variantă albă,,,61 m²,,110110
,Agenție,1,,,Astercon,6,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Dat în exploatare,,,66 m²,,129900
,Persoană fizică,1,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,15.0,Variantă albă,,,49 m²,,75620
,Persoană fizică,,,,,3,Secundar,,,Apartament cu living,,Apartament cu 2 camere,15.0,,,,62 m²,,109900
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,9.0,,,,78 m²,,130500
,Agenție,Nu,,,,1,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,3.0,Euroreparație,0 m²,0 m²,85 m²,,180000
Se acceptă animale,Agenție,2,Individuală,Se acceptă copii,,12,Construcţii noi,2,300 cm,Apartament fără living,Subterană,Apartament cu 2 camere,16.0,Euroreparație,12 m²,79 m²,79 m²,Combinat,141500
Se acceptă animale,Agenție,1,,Se acceptă copii,,8,Secundar,2,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,,85000
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,16.0,Variantă albă,,36 m²,62 m²,,79000
,Agenție,1,,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,44 m²,,109900
,Agenție,,,,,2,Secundar,,,,,Apartament cu 1 cameră,2.0,,,,21 m²,,41900
,Agenție,,,,,11,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,12.0,Euroreparație,0 m²,0 m²,63 m²,,119900
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,16 m²,,31900
,Agenție,1,,,,6,Construcţii noi,1,,,,Apartament cu 3 camere,12.0,Euroreparație,,,86 m²,,170000
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 3 camere,6.0,Reparație cosmetică,,,55 m²,,110000
,Agenție,1,,,,1,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,11.0,Euroreparație,,,82 m²,,159800
,Agenție,,,,,3,Construcţii noi,1,,,,Apartament cu 1 cameră,14.0,Variantă albă,,,43 m²,,62250
,Agenție,,,,,Demisol,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,36 m²,Cotileț,36000
,Agenție,1,Individuală,,,2,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,75 m²,,114900
,Dezvoltator imobiliar,,,,,3,Secundar,,,,,Apartament cu 2 camere,12.0,,,,42 m²,,38500
,Agenție,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,,,,40 m²,,88900
,Agenție,,,,,10,Construcţii noi,,,,,Apartament cu 1 cameră,15.0,Variantă albă,,,49 m²,Cărămidă,61900
,Agenție,1,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,16.0,Euroreparație,,,69 m²,,185000
,Agenție,,Individuală,,,1,Secundar,1,,,Deschis,Apartament cu 2 camere,1.0,Fără reparație,,,47 m²,,49900
,Agenție,,,,,8,Secundar,,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,,85000
,Agenție,Nu,Individuală,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,60 m²,Monolit,86900
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 3 camere,10.0,,,,70 m²,,140000
,Persoană fizică,,,,Exfactor-grup,5,Construcţii noi,,,,,Apartament cu 1 cameră,12.0,Variantă albă,,,50 m²,,98000
,Agenție,1,102,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Variantă albă,,,35 m²,Cotileț,16900
,Agenție,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,12.0,,,,87 m²,,215000
,Agenție,2,Individuală,,Solomon Construct Imobil,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,8.0,Euroreparație,,,75 m²,Cotileț,159900
,Dezvoltator imobiliar,1,Individuală,,Premium-Cons Grup,4,Construcţii noi,1,3000 cm,Apartament cu living,Garaj,Apartament cu 1 cameră,8.0,Variantă albă,16 m²,39 m²,39 m²,Combinat,56550
,Agenție,2,Individuală,,,6,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,17.0,Variantă albă,,,122 m²,,280000
,Agenție,,,,,5,Construcţii noi,,,Apartament fără living,Deschis,Apartament cu 1 cameră,9.0,Variantă albă,,,46 m²,,63000
,Agenție,Nu,Individuală,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,60 m²,,138900
,Agenție,1,,,Horus,5,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,16.0,Euroreparație,0 m²,0 m²,75 m²,,175900
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,47 m²,,63000
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,7,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,66 m²,,120000
,Agenție,,Individuală,,,12,Construcţii noi,2,,,,Apartament cu 4 camere,14.0,Euroreparație,,,95 m²,,289000
